symbol	n	sources	fusion	tumorsuppressor	oncogene
LIN28B	1	Cancermine	FALSE	FALSE	TRUE
LMNA	4	TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	FALSE
LMO1	10	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|Cancermine	TRUE	FALSE	TRUE
LMO2	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
LOX	1	Cancermine	FALSE	TRUE	TRUE
LPP	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
LRIG3	3	CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	TRUE	FALSE
LRP1B	10	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other	FALSE	TRUE	FALSE
LRRC4	1	Cancermine	FALSE	TRUE	FALSE
LRRK2	4	FoundatoinHEME|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
LSM14A	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
LYL1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
LYN	6	PMCC|TS500|MSKCC-IMPACT|FoundationONE|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
LZTR1	8	PMCC|TS500|FoundationONE|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	TRUE	FALSE
MACC1	1	Cancermine	FALSE	FALSE	TRUE
MAF	5	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
MAFB	4	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
MAGI2	4	PMCC|TS500|FoundationONE|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
MALAT1	3	OncoKB-Annotated|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
MALT1	9	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|Cancermine	TRUE	FALSE	TRUE
MAML2	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
MAP2K1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
MAP2K2	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	FALSE	TRUE
MAP2K4	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
MAP3K1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
MAP3K13	7	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	FALSE	FALSE
MAP3K14	4	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
MAP3K4	2	TS500|FamilialCancer	FALSE	FALSE	FALSE
MAP3K7	2	FoundatoinHEME|TEMPUS	FALSE	FALSE	FALSE
MAP3K8	3	CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
MAPK1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
MAPK3	6	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
MAPKAP1	3	MSKCC-IMPACT|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
MARK2	1	Cancermine	FALSE	FALSE	TRUE
MAX	7	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|NGC_other	FALSE	TRUE	FALSE
MB21D2	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	FALSE
MCC	1	Cancermine	FALSE	TRUE	FALSE
MCL1	9	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
MCPH1	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
MDC1	3	TS500|MSKCC-IMPACT|FamilialCancer	FALSE	FALSE	FALSE
MDM2	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|Cancermine	FALSE	FALSE	TRUE
MDM4	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	FALSE	TRUE
MDS2	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
MECOM	7	FoundatoinHEME|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
MED12	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
MEF2B	9	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|NGC_other	FALSE	FALSE	FALSE
MEIS1	1	Cancermine	FALSE	FALSE	TRUE
MEN1	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
MET	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
MGA	6	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2|AZ300|NGC_other	FALSE	FALSE	FALSE
MGMT	4	PMCC|TEMPUS|OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
MIB1	2	FoundatoinHEME|TEMPUS	FALSE	FALSE	FALSE
MIR142	3	CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
MITF	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|Cancermine	FALSE	FALSE	TRUE
MKI67	2	FoundatoinHEME|TEMPUS	FALSE	FALSE	FALSE
MKL1	1	NGC_known	TRUE	FALSE	FALSE
MLF1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
MLH1	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
MLH3	4	TEMPUS|CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
MLLT1	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	FALSE
MLLT10	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
MLLT11	3	CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
MLLT3	6	TS500|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
MLLT6	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
MN1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
MNX1	4	FoundatoinHEME|OncoKB-Annotated|NGC_known|Cancermine	TRUE	FALSE	TRUE
MPL	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	TRUE
MRE11	8	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
MRTFA	2	FoundatoinHEME|CancerGeneCensus_Tier1	FALSE	FALSE	FALSE
MS4A1	2	PMCC|TEMPUS	FALSE	FALSE	FALSE
MSH2	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
MSH3	6	TS500|MSKCC-IMPACT|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
MSH6	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
MSI1	2	MSKCC-IMPACT|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
MSI2	4	MSKCC-IMPACT|FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
MSN	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
MST1	3	TS500|MSKCC-IMPACT|FamilialCancer	FALSE	FALSE	FALSE
MST1R	5	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2|FamilialCancer|Cancermine	FALSE	FALSE	TRUE
MTAP	3	TEMPUS|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
MTCP1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
MTDH	1	Cancermine	FALSE	FALSE	TRUE
MTHFR	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
MTOR	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
MTSS1	1	Cancermine	FALSE	TRUE	FALSE
MUC1	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
MUC16	3	OncoKB-Annotated|NGC_known|NGC_other	FALSE	FALSE	TRUE
MUC4	3	OncoKB-Annotated|NGC_known|NGC_other	FALSE	FALSE	TRUE
MUTYH	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	TRUE	FALSE
MYB	10	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
MYC	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
MYCL	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|Cancermine	FALSE	FALSE	TRUE
MYCN	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
MYD88	11	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	FALSE	FALSE	TRUE
MYH11	5	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	FALSE
MYH9	6	FoundatoinHEME|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known	TRUE	TRUE	FALSE
MYO18B	1	Cancermine	FALSE	TRUE	FALSE
MYO5A	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
MYOD1	4	TS500|MSKCC-IMPACT|CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
N4BP2	2	OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
NAB2	3	TS500|CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
NACA	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
NAV3	2	AZ300|NGC_other	FALSE	FALSE	FALSE
NBEA	2	OncoKB-Annotated|NGC_known	FALSE	FALSE	FALSE
NBN	8	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known	FALSE	TRUE	FALSE
NCKIPSD	2	OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
NCOA1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
NCOA2	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
NCOA3	3	TS500|MSKCC-IMPACT|Cancermine	FALSE	FALSE	TRUE
NCOA4	3	CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	TRUE	FALSE
NCOR1	9	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
NCOR2	7	MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	FALSE	TRUE	FALSE
NCSTN	2	MSKCC-HEME|FoundatoinHEME	FALSE	FALSE	FALSE
NDRG1	4	FoundatoinHEME|CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	TRUE	FALSE
NDRG2	1	Cancermine	FALSE	TRUE	FALSE
NEGR1	2	TS500|MSKCC-IMPACT	FALSE	FALSE	FALSE
NF1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	TRUE	TRUE	FALSE
NF2	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
NFATC2	3	CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	FALSE	TRUE
NFE2L2	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
NFE2L3	2	AZ300|NGC_other	FALSE	FALSE	FALSE
NFIB	3	CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
NFKB1	3	PMCC|FamilialCancer|Cancermine	FALSE	FALSE	TRUE
NFKB2	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
NFKBIA	8	PMCC|TS500|MSKCC-IMPACT|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2|NGC_other	FALSE	FALSE	FALSE
NFKBIE	3	CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	FALSE	TRUE	FALSE
NIN	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
NKX2-1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|Cancermine	FALSE	FALSE	TRUE
NKX2-8	3	CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
NKX3-1	3	TS500|MSKCC-IMPACT|FamilialCancer	FALSE	FALSE	FALSE
NONO	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
NOTCH1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
NOTCH2	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	FALSE	TRUE	TRUE
NOTCH3	9	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|TEMPUS|CancerGeneCensus_Tier2|FamilialCancer|NGC_other	FALSE	FALSE	FALSE
NOTCH4	4	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
NPM1	14	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
NQO1	2	TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
NR0B2	1	Cancermine	FALSE	TRUE	FALSE
NR4A3	5	FoundatoinHEME|CancerGeneCensus_Tier1|FamilialCancer|NGC_known|Cancermine	TRUE	TRUE	TRUE
NRAS	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	FALSE	FALSE	TRUE
NRCAM	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
NRG1	6	TS500|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known	TRUE	TRUE	FALSE
NSD1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	TRUE	FALSE	FALSE
NSD2	8	MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other	TRUE	FALSE	TRUE
NSD3	5	MSKCC-IMPACT|FoundatoinHEME|CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	FALSE	TRUE
NT5C2	5	MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known	FALSE	FALSE	TRUE
NTHL1	4	MSKCC-IMPACT|TEMPUS|OncoKB-Annotated|NGC_known	FALSE	TRUE	FALSE
NTRK1	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
NTRK2	8	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
NTRK3	12	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other	TRUE	FALSE	TRUE
NUAK1	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
NUMA1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
NUP214	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
NUP93	6	PMCC|TS500|MSKCC-IMPACT|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
NUP98	5	FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|FamilialCancer|NGC_known	TRUE	FALSE	TRUE
NUTM1	4	PMCC|TS500|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
NUTM2A	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
NUTM2B	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
OLIG2	2	CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
OMD	3	FoundatoinHEME|OncoKB-Annotated|NGC_known	TRUE	FALSE	FALSE
OTX2	1	Cancermine	FALSE	FALSE	TRUE
P2RY8	6	MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known|NGC_other	TRUE	FALSE	TRUE
PABPC1	3	OncoKB-Annotated|NGC_known|NGC_other	FALSE	FALSE	FALSE
PAFAH1B2	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
PAK1	5	TS500|MSKCC-IMPACT|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PAK3	5	PMCC|TS500|FoundationONE|FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PAK5	4	TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PALB2	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
PARK7	1	Cancermine	FALSE	FALSE	TRUE
PARP1	6	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
PATZ1	2	CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
PAWR	1	Cancermine	FALSE	TRUE	TRUE
PAX3	5	TS500|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	TRUE
PAX5	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|NGC_known|NGC_other|Cancermine	TRUE	TRUE	TRUE
PAX6	1	Cancermine	FALSE	TRUE	FALSE
PAX7	5	TS500|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
PAX8	4	TS500|TEMPUS|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
PBRM1	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other	FALSE	TRUE	FALSE
PBX1	4	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
PCBP1	8	MSKCC-HEME|FoundatoinHEME|TEMPUS|OncoKB-Annotated|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other	FALSE	FALSE	FALSE
PCGF2	2	CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
PCLO	2	FoundatoinHEME|NGC_other	FALSE	FALSE	FALSE
PCM1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	FALSE	FALSE
PDCD1	6	TS500|MSKCC-IMPACT|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PDCD1LG2	9	PMCC|TS500|MSKCC-IMPACT|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	TRUE
PDCD4	1	Cancermine	FALSE	TRUE	TRUE
PDE4DIP	2	FoundatoinHEME|CancerGeneCensus_Tier1	FALSE	FALSE	FALSE
PDGFB	5	PMCC|FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known|Cancermine	TRUE	FALSE	TRUE
PDGFRA	13	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|AZ300|NGC_known|NGC_other|Cancermine	TRUE	FALSE	TRUE
PDGFRB	10	PMCC|TS500|MSKCC-IMPACT|MSKCC-HEME|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|NGC_known	TRUE	FALSE	TRUE
PDK1	6	PMCC|TS500|FoundationONE|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PDLIM7	1	Cancermine	FALSE	FALSE	TRUE
PDPK1	6	TS500|MSKCC-IMPACT|MSKCC-HEME|TEMPUS|CancerGeneCensus_Tier2|AZ300	FALSE	FALSE	FALSE
PDS5B	2	MSKCC-HEME|FamilialCancer	FALSE	FALSE	FALSE
PDX1	1	Cancermine	FALSE	TRUE	TRUE
PER1	3	FoundatoinHEME|CancerGeneCensus_Tier1|NGC_known	TRUE	TRUE	FALSE
PGR	5	PMCC|TS500|MSKCC-IMPACT|CancerGeneCensus_Tier2|FamilialCancer	FALSE	FALSE	FALSE
PHF1	2	FoundatoinHEME|CancerGeneCensus_Tier2	FALSE	FALSE	FALSE
PHF6	11	TS500|MSKCC-HEME|FoundatoinHEME|TEMPUS|CancerGeneCensus_Tier1|CancerGeneCensus_Tier2|FamilialCancer|AZ300|NGC_known|NGC_other|Cancermine	FALSE	TRUE	FALSE
PHLPP1	3	CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
PHLPP2	3	CancerGeneCensus_Tier2|FamilialCancer|AZ300	FALSE	FALSE	FALSE
